,name,artist,release,peak,duration,SemiYearID,WeekID,QuarterID
21222,she don't put it down,joe budden featuring lil wayne & tank,2013.166666666667,96,1,2013.0,2013-03-02,2013.0
21223,outta my head,craig campbell,2013.666666666667,90,5,2013.5,2013-09-28,2013.5
21224,all the way home,tamar braxton,2013.916666666667,96,1,2013.5,2013-12-21,2013.75
21225,chocolate,the 1975,2014.083333333333,80,6,2014.0,2014-02-08,2014.0
21226,bobby bitch,bobby shmurda,2014.833333333333,92,3,2014.5,2014-11-01,2014.75
21227,bad for you,meek mill featuring nicki minaj,2015.5,78,2,2015.0,2015-07-18,2015.5
21228,already callin' you mine,parmalee,2015.833333333333,91,3,2015.5,2015-11-21,2015.75
21229,temporary fix,one direction,2015.916666666667,96,1,2015.5,2015-12-05,2015.75
21230,solo,frank ocean,2016.666666666667,96,1,2016.5,2016-09-10,2016.5
21231,barcelona,ed sheeran,2017.166666666667,96,1,2017.0,2017-03-25,2017.0
21232,cc,migos featuring gucci mane,2018.083333333333,96,1,2018.0,2018-02-10,2018.0
21233,tempo,chris brown,2018.166666666667,88,4,2018.0,2018-03-17,2018.0
21234,cop shot the kid,nas featuring kanye west,2018.416666666667,96,1,2018.0,2018-06-30,2018.25
21235,rich,maren morris,2018.75,62,8,2018.5,2018-10-06,2018.75
21236,sunday barbecue,tennessee ernie ford,1958.583333333333,97,1,1958.5,1958-08-09,1958.5
21237,so much,little anthony and the imperials,1958.916666666667,87,2,1958.5,1958-12-20,1958.75
21238,teardrops will fall,dicky doo and the don'ts,1959.0,61,6,1959.0,1959-01-31,1959.0
21239,"piove (ciao, ciao bambina)",domenico modugno,1959.166666666667,97,1,1959.0,1959-03-07,1959.0
21240,sweet sugar lips,the kalin twins,1959.5,97,1,1959.0,1959-07-04,1959.5
21241,a girl like you,gary stites,1959.5,80,5,1959.0,1959-07-18,1959.5
21242,smile,tony bennett,1959.583333333333,73,6,1959.5,1959-08-15,1959.5
21243,the hunch,paul gayten,1959.75,68,7,1959.5,1959-10-24,1959.75
21244,road runner,bo diddley,1960.083333333333,75,6,1960.0,1960-02-27,1960.0
21245,revival,johnny and the hurricanes,1960.583333333333,97,1,1960.5,1960-08-27,1960.5
21246,(the clickity clack song) four little heels,brian hyland,1960.75,73,3,1960.5,1960-10-08,1960.75
21247,"(theme from) ""the dark at the top of the stairs""",ernie freeman,1960.75,70,6,1960.5,1960-10-22,1960.75
21248,blue christmas,the browns featuring jim edward brown,1960.916666666667,97,1,1960.5,1960-12-17,1960.75
21249,pony express,danny & the juniors,1961.083333333333,60,7,1961.0,1961-02-18,1961.0
21250,son-in-law,the blossoms,1961.333333333333,79,4,1961.0,1961-05-06,1961.25
21251,broken hearted,the miracles,1961.5,97,1,1961.0,1961-07-01,1961.5
21252,black land farmer,frankie miller,1961.5,82,4,1961.0,1961-07-08,1961.5
21253,operator,gladys knight and the pips,1962.25,97,2,1962.0,1962-04-14,1962.25
21254,did you ever see a dream walking,fats domino,1962.75,79,5,1962.5,1962-10-06,1962.75
21255,slop time,the sherrys,1963.0,97,1,1963.0,1963-01-12,1963.0
21256,diane,joe harnell and his orchestra,1963.25,97,1,1963.0,1963-04-20,1963.25
21257,at the shore,johnny caswell,1963.583333333333,97,1,1963.5,1963-08-03,1963.5
21258,31 flavors,the shirelles,1963.833333333333,97,1,1963.5,1963-11-02,1963.75
21259,rules of love,the orlons,1964.333333333333,66,6,1964.0,1964-05-16,1964.25
21260,security,otis redding,1964.333333333333,97,1,1964.0,1964-05-23,1964.25
21261,sie liebt dich (she loves you),die beatles,1964.416666666667,97,1,1964.0,1964-06-27,1964.25
21262,stop takin' me for granted,mary wells,1964.833333333333,88,3,1964.5,1964-11-07,1964.75
21263,pretend you don't see her,bobby vee,1964.916666666667,97,1,1964.5,1964-12-05,1964.75
21264,danny boy,patti labelle and the blue belles,1964.916666666667,76,4,1964.5,1964-12-19,1964.75
21265,crying in the chapel,adam wade,1965.0,88,3,1965.0,1965-01-30,1965.0
21266,blue shadows,b.b. king,1965.5,97,1,1965.0,1965-07-03,1965.5
21267,teenager's prayer,joe simon,1966.416666666667,66,7,1966.0,1966-06-18,1966.25
21268,"stop, look and listen",the chiffons,1966.75,85,2,1966.5,1966-10-01,1966.75
21269,behind the door,cher,1966.833333333333,97,1,1966.5,1966-11-26,1966.75
21270,the jokers,peter and gordon,1967.416666666667,97,1,1967.0,1967-06-24,1967.25
21271,devil's angels,davie allan and the arrows,1967.5,97,1,1967.0,1967-07-29,1967.5
21272,(1-2-3-4-5-6-7) count the days,inez & charlie foxx,1968.0,76,5,1968.0,1968-01-13,1968.0
21273,ain't nothin' but a house party,the show stoppers,1968.416666666667,87,5,1968.0,1968-06-01,1968.25
21274,sudden stop,percy sledge,1968.583333333333,63,5,1968.5,1968-08-03,1968.5
21275,(i can feel your love) slipping away,barbara mason,1968.666666666667,97,1,1968.5,1968-09-14,1968.5
21276,someday soon,judy collins,1969.083333333333,55,6,1969.0,1969-02-01,1969.0
21277,day after day (it's slippin' away),shango,1969.166666666667,57,7,1969.0,1969-03-01,1969.0
21278,and she's mine,spanky and our gang,1969.416666666667,97,1,1969.0,1969-06-21,1969.25
21279,"since i met you, baby",sonny james,1969.666666666667,65,7,1969.5,1969-09-20,1969.5
21280,that's how heartaches are made,the marvelettes,1969.833333333333,97,1,1969.5,1969-11-08,1969.75
21281,she lets her hair down (early in the morning),gene pitney,1969.916666666667,89,5,1969.5,1969-12-13,1969.75
21282,animal zoo,spirit,1970.666666666667,97,1,1970.5,1970-09-12,1970.5
21283,c'mon,poco,1971.166666666667,69,7,1971.0,1971-03-27,1971.0
21284,ooh poo pah doo,ike & tina turner,1971.333333333333,60,7,1971.0,1971-05-15,1971.25
21285,an american trilogy,elvis presley,1972.333333333333,66,6,1972.0,1972-05-06,1972.25
21286,back for a taste of your love,syl johnson,1973.75,72,6,1973.5,1973-10-27,1973.75
21287,rock 'n' roll (i gave you the best years of my life),terry jacks,1974.916666666667,97,1,1974.5,1974-12-07,1974.75
21288,thanks for the smiles,charlie ross,1975.0,61,5,1975.0,1975-01-18,1975.0
21289,blanket on the ground,billie jo spears,1975.333333333333,78,5,1975.0,1975-05-17,1975.25
21290,can't you see,waylon jennings,1976.75,97,1,1976.5,1976-10-09,1976.75
21291,stranglehold,paul mccartney,1986.833333333333,81,6,1986.5,1986-11-15,1986.75
21292,something just ain't right,keith sweat,1988.333333333333,79,5,1988.0,1988-05-14,1988.25
21293,another minute,cause and effect,1992.5,75,6,1992.0,1992-07-18,1992.5
21294,1-4-all-4-1,east coast family,1992.583333333333,81,6,1992.5,1992-08-22,1992.5
21295,ain't nobody like you,miki howard,1992.833333333333,84,4,1992.5,1992-11-21,1992.75
21296,so help me girl,joe diffie,1995.25,84,7,1995.0,1995-04-08,1995.25
21297,don't keep wasting my time,teddy pendergrass,1997.25,90,6,1997.0,1997-04-19,1997.25
21298,that's why i'm here,kenny chesney,1998.333333333333,79,7,1998.0,1998-05-09,1998.25
21299,deck the halls,shedaisy,1999.916666666667,61,3,1999.5,1999-12-25,1999.75
21300,steve mcqueen,sheryl crow,2002.666666666667,88,5,2002.5,2002-09-14,2002.5
21301,sympathy for the devil (remixes),the rolling stones,2003.75,97,1,2003.5,2003-10-04,2003.75
21302,coo-coo chee,ric-a-che featuring darija,2004.416666666667,97,1,2004.0,2004-06-26,2004.25
21303,a rose by any other name,teena marie featuring gerald levert,2005.0,97,2,2005.0,2005-01-01,2005.0
21304,an honest mistake,the bravery,2005.5,97,1,2005.0,2005-07-09,2005.5
21305,rakata,wisin & yandel,2005.916666666667,85,5,2005.5,2005-12-10,2005.75
21306,stranger,hilary duff,2007.583333333333,97,1,2007.5,2007-08-04,2007.5
21307,superwoman,alicia keys,2008.666666666667,82,7,2008.5,2008-09-27,2008.5
21308,did you wrong,pleasure p,2008.833333333333,90,4,2008.5,2008-11-08,2008.75
21309,the invitation,50 cent,2009.916666666667,97,1,2009.5,2009-12-05,2009.75
21310,shark in the water,v v brown,2010.416666666667,67,6,2010.0,2010-06-19,2010.25
21311,the crow & the butterfly,shinedown,2010.583333333333,97,1,2010.5,2010-08-14,2010.5
21312,don't cry for me argentina (lea michele version),glee cast,2010.916666666667,97,1,2010.5,2010-12-18,2010.75
21313,cat daddy,rej3ctz,2011.416666666667,97,1,2011.0,2011-06-18,2011.25
21314,so in love,jill scott featuring anthony hamilton,2011.5,97,1,2011.0,2011-07-09,2011.5
21315,taboo,don omar,2011.5,97,1,2011.0,2011-07-23,2011.5
21316,round of applause,waka flocka flame featuring drake,2011.916666666667,86,8,2011.5,2011-12-24,2011.75
21317,don't rush,kelly clarkson featuring vince gill,2012.833333333333,87,3,2012.5,2012-11-17,2012.75
21318,stars,amanda brown,2012.916666666667,97,1,2012.5,2012-12-08,2012.75
21319,sexy people (the fiat song),arianna featuring pitbull,2013.333333333333,97,1,2013.0,2013-05-18,2013.25
21320,6 man,drake,2015.166666666667,97,1,2015.0,2015-03-07,2015.0
21321,daddy,psy featuring cl,2015.916666666667,97,1,2015.5,2015-12-19,2015.75
21322,sorry,rick ross featuring chris brown,2015.916666666667,97,1,2015.5,2015-12-26,2015.75
21323,bottom of the bottle,curren$y featuring august alsina & lil wayne,2016.083333333333,97,1,2016.0,2016-02-13,2016.0
21324,blessed up,meek mill,2016.833333333333,97,1,2016.5,2016-11-19,2016.75
21325,boomtrap protocol,logic,2018.166666666667,97,1,2018.0,2018-03-24,2018.0
21326,deep end,lil baby,2018.75,97,1,2018.5,2018-10-20,2018.75
21327,consequences,camila cabello,2018.833333333333,69,7,2018.5,2018-11-17,2018.75
21328,save my soul,jack scott,1958.916666666667,73,3,1958.5,1958-12-27,1958.75
21329,are you lonesome tonight,jaye p. morgan,1959.083333333333,65,6,1959.0,1959-02-07,1959.0
21330,shirley,john fred and the playboys,1959.083333333333,82,5,1959.0,1959-02-21,1959.0
21331,boom-a-dip-dip,stan robinson,1959.166666666667,83,4,1959.0,1959-03-28,1959.0
21332,that's all i want,bobby day,1959.25,98,1,1959.0,1959-04-18,1959.25
21333,plenty good lovin',connie francis,1959.666666666667,69,7,1959.5,1959-09-19,1959.5
21334,coocoo-u,the kingston trio,1959.916666666667,98,1,1959.5,1959-12-12,1959.75
21335,tell her for me,adam wade,1960.0,66,7,1960.0,1960-01-09,1960.0
21336,(baby) hully gully,the olympics,1960.0,72,7,1960.0,1960-01-30,1960.0
21337,a star is born (a love has died),mark dinning,1960.25,68,6,1960.0,1960-04-16,1960.25
21338,shadows of love,lavern baker,1960.333333333333,83,4,1960.0,1960-05-21,1960.25
21339,she's mine,conway twitty,1960.583333333333,98,1,1960.5,1960-08-06,1960.5
21340,alvin for president,david seville and the chipmunks,1960.666666666667,95,2,1960.5,1960-09-03,1960.5
21341,(you better) know what you're doin',lloyd price and his orchestra,1960.916666666667,90,2,1960.5,1960-12-03,1960.75
21342,a lover's question,ernestine anderson,1961.083333333333,98,1,1961.0,1961-02-25,1961.0
21343,brother-in-law (he's a moocher),paul peek,1961.333333333333,84,3,1961.0,1961-05-13,1961.25
21344,ring of fire,duane eddy,1961.333333333333,84,3,1961.0,1961-05-27,1961.25
21345,don't forget i love you,the butanes,1961.5,96,3,1961.0,1961-07-29,1961.5
21346,san-ho-zay,freddy king,1961.583333333333,47,5,1961.5,1961-08-05,1961.5
21347,steps 1 and 2,jack scott,1961.833333333333,86,3,1961.5,1961-11-04,1961.75
21348,pictures in the fire,pat boone,1962.083333333333,77,4,1962.0,1962-02-10,1962.0
21349,a girl has to know,the g-clefs,1962.166666666667,81,5,1962.0,1962-03-10,1962.0
21350,stardust,frank sinatra,1962.166666666667,98,1,1962.0,1962-03-24,1962.0
21351,that happy feeling,bert kaempfert and his orchestra,1962.333333333333,67,6,1962.0,1962-05-19,1962.25
21352,dance with mr. domino,fats domino,1962.5,98,1,1962.0,1962-07-21,1962.5
21353,big boat,"peter, paul & mary",1962.916666666667,93,2,1962.5,1962-12-15,1962.75
21354,does he mean that much to you?,eddy arnold,1962.916666666667,98,1,1962.5,1962-12-22,1962.75
21355,"baby, baby, baby",sam cooke,1963.083333333333,66,7,1963.0,1963-02-02,1963.0
21356,pretty boy lonely,patti page,1963.166666666667,98,1,1963.0,1963-03-09,1963.0
21357,ask me,maxine brown,1963.25,75,5,1963.0,1963-04-06,1963.25
21358,the last leaf,the cascades,1963.333333333333,60,5,1963.0,1963-05-11,1963.25
21359,black cloud,chubby checker,1963.416666666667,98,1,1963.0,1963-06-15,1963.25
21360,cottonfields,ace cannon,1963.416666666667,67,7,1963.0,1963-06-22,1963.25
21361,still no. 2,ben colder,1963.5,98,2,1963.0,1963-07-20,1963.5
21362,"baby, we've got love",johnnie taylor,1963.833333333333,98,1,1963.5,1963-11-30,1963.75
21363,across the street,lenny o'henry,1964.333333333333,98,1,1964.0,1964-05-30,1964.25
21364,the ferris wheel,the everly brothers,1964.416666666667,72,6,1964.0,1964-06-20,1964.25
21365,all grown up,the crystals,1964.583333333333,98,1,1964.5,1964-08-01,1964.5
21366,diana,bobby rydell,1965.083333333333,98,1,1965.0,1965-02-13,1965.0
21367,bring a little sunshine (to my heart),vic dana,1965.333333333333,66,6,1965.0,1965-05-22,1965.25
21368,don't pity me,peter and gordon,1965.833333333333,83,4,1965.5,1965-11-06,1965.75
21369,the drinking man's diet,allan sherman,1965.916666666667,98,1,1965.5,1965-12-18,1965.75
21370,stop!,the moody blues,1966.25,98,1,1966.0,1966-04-02,1966.25
21371,"sam, you made the pants too long",barbra streisand,1966.333333333333,98,1,1966.0,1966-05-21,1966.25
21372,baby i love you,jimmy holiday,1966.666666666667,98,1,1966.5,1966-09-03,1966.5
21373,baby what i mean,the drifters,1966.916666666667,62,7,1966.5,1966-12-03,1966.75
21374,any way that you want me,liverpool five,1966.916666666667,98,1,1966.5,1966-12-24,1966.75
21375,deadend street,the kinks,1967.0,73,4,1967.0,1967-01-07,1967.0
21376,skate now,lou courtney,1967.0,71,6,1967.0,1967-01-28,1967.0
21377,don't rock the boat,eddie floyd,1967.5,98,1,1967.0,1967-07-01,1967.5
21378,dear delilah,grapefruit,1968.166666666667,98,1,1968.0,1968-03-02,1968.0
21379,brooklyn roads,neil diamond,1968.333333333333,58,6,1968.0,1968-05-11,1968.25
21380,the b.b. jones,b.b. king,1968.666666666667,98,1,1968.5,1968-09-28,1968.5
21381,something's on her mind,the 4 seasons,1969.166666666667,98,1,1969.0,1969-03-29,1969.0
21382,(sittin' on) the dock of the bay,sergio mendes & brasil '66,1969.416666666667,66,5,1969.0,1969-06-28,1969.25
21383,country preacher,cannonball adderley,1970.0,86,3,1970.0,1970-01-17,1970.0
21384,save the country,thelma houston,1970.0,74,3,1970.0,1970-01-31,1970.0
21385,celia of the seals,donovan,1971.083333333333,84,3,1971.0,1971-02-27,1971.0
21386,been too long on the road,mark lindsay,1971.416666666667,98,1,1971.0,1971-06-12,1971.25
21387,devil you,stampeders,1971.916666666667,61,7,1971.5,1971-12-04,1971.75
21388,that's what friends are for,b.j. thomas,1972.5,74,6,1972.0,1972-07-15,1972.5
21389,send a little love my way,anne murray,1973.583333333333,72,7,1973.5,1973-08-18,1973.5
21390,action speaks louder than words,chocolate milk,1975.5,69,5,1975.0,1975-07-12,1975.5
21391,don't it make you wanna dance?,rusty wier,1975.666666666667,82,4,1975.5,1975-09-06,1975.5
21392,chinese kung fu,banzaii,1975.75,98,1,1975.5,1975-10-11,1975.75
21393,belle,al green,1978.0,83,5,1978.0,1978-01-07,1978.0
21394,do you remember me?,jermaine jackson,1986.5,71,5,1986.0,1986-07-05,1986.5
21395,spring love,the cover girls,1987.583333333333,98,1,1987.5,1987-08-01,1987.5
21396,realistic,shirley lewis,1989.75,84,6,1989.5,1989-10-28,1989.75
21397,breakdown,seduction,1990.75,82,4,1990.5,1990-10-06,1990.75
21398,sad but true,metallica,1992.75,98,1,1992.5,1992-10-31,1992.75
21399,something good,utah saints,1992.833333333333,98,1,1992.5,1992-11-21,1992.75
21400,release yo' delf,method man,1995.166666666667,98,1,1995.0,1995-03-18,1995.0
21401,awake,letters to cleo,1995.666666666667,88,3,1995.5,1995-09-09,1995.5
21402,step to this,master p featuring d.i.g.,1999.833333333333,88,3,1999.5,1999-11-13,1999.75
21403,cherchez laghost,ghostface killah,2000.583333333333,98,1,2000.5,2000-08-05,2000.5
21404,souljas,master p,2000.833333333333,98,1,2000.5,2000-11-18,2000.75
21405,ride my see-saw,the moody blues,1968.75,61,5,1968.5,1968-10-12,1968.75
21406,the blizzard,jim reeves,1961.166666666667,62,4,1961.0,1961-03-18,1961.0
21407,summer dreams,the mcguire sisters,1959.25,55,7,1959.0,1959-04-25,1959.25
21408,rockstar 101,rihanna featuring slash,2010.583333333333,64,5,2010.5,2010-08-14,2010.5
21409,peanuts (la cacahuata),the sunglows,1965.333333333333,64,4,1965.0,1965-05-08,1965.25
21410,smell of incense,southwest f.o.b.,1968.75,56,5,1968.5,1968-10-05,1968.75
21411,a woman can change a man,joe tex,1965.25,56,7,1965.0,1965-04-10,1965.25
21412,born to be wild,wilson pickett,1969.333333333333,64,4,1969.0,1969-05-10,1969.25
21413,peace of mind,nancy wilson,1968.666666666667,55,7,1968.5,1968-09-28,1968.5
21414,anyone for tennis,cream,1968.333333333333,64,5,1968.0,1968-05-11,1968.25
21415,come prima (koma preema),polly bergen,1958.916666666667,67,6,1958.5,1958-12-13,1958.75
21416,the big draft,the four preps,1962.166666666667,61,6,1962.0,1962-03-31,1962.0
21417,ooh baby,deon jackson,1967.833333333333,65,6,1967.5,1967-11-18,1967.75
21418,"past, present and future",the shangri-las,1966.416666666667,59,6,1966.0,1966-06-25,1966.25
21419,poker face,glee cast,2010.416666666667,20,4,2010.0,2010-06-05,2010.25
21420,don't cry my love,the impressions,1968.833333333333,71,4,1968.5,1968-11-23,1968.75
21421,questions 67 and 68,chicago,1969.583333333333,71,3,1969.5,1969-08-09,1969.5
21422,a thousand shadows,the seeds,1967.5,72,4,1967.0,1967-07-15,1967.5
21423,can you please crawl out your window?,bob dylan,1966.0,58,6,1966.0,1966-01-01,1966.0
21424,dance master pt. 1,willie henderson,1974.5,73,5,1974.0,1974-07-06,1974.5
21425,don't wanna think about paula,dickey lee,1963.166666666667,68,5,1963.0,1963-03-16,1963.0
21426,defying gravity,glee cast,2009.833333333333,31,3,2009.5,2009-11-21,2009.75
21427,cap and gown,marty robbins,1959.416666666667,45,6,1959.0,1959-06-13,1959.25
21428,baby has gone bye bye,george maharis,1962.833333333333,62,5,1962.5,1962-11-17,1962.75
21429,ajax airlines,hudson and landry,1972.0,68,6,1972.0,1972-01-15,1972.0
21430,black sheep,sam the sham and the pharaohs,1967.416666666667,68,6,1967.0,1967-06-17,1967.25
21431,come on over to my place,the drifters,1965.25,60,5,1965.0,1965-04-24,1965.25
21432,see ruby fall,johnny cash,1969.833333333333,75,3,1969.5,1969-11-08,1969.75
21433,all about it,hoodie allen featuring ed sheeran,2015.0,71,4,2015.0,2015-01-24,2015.0
21434,send me the pillow you dream on,the browns featuring jim edward brown,1960.833333333333,56,7,1960.5,1960-11-12,1960.75
21435,don't go to strangers,etta jones,1960.833333333333,36,7,1960.5,1960-11-05,1960.75
21436,precious memories,the romeos,1967.25,67,7,1967.0,1967-04-01,1967.25
21437,the happy muleteer,ivo robic,1960.0,58,6,1960.0,1960-01-16,1960.0
21438,the girl from peyton place,dickey lee,1965.666666666667,73,6,1965.5,1965-09-04,1965.5
21439,don't cry joni,conway twitty with joni lee,1975.916666666667,63,7,1975.5,1975-12-20,1975.75
21440,since i fell for you,laura lee,1972.166666666667,76,5,1972.0,1972-03-04,1972.0
21441,run sally run,the cuff links,1970.166666666667,76,6,1970.0,1970-03-07,1970.0
21442,bang my head,david guetta featuring sia & fetty wap,2016.0,76,6,2016.0,2016-01-30,2016.0
21443,someday (you'll want me to want you),della reese,1960.166666666667,56,7,1960.0,1960-03-19,1960.0
21444,pitter-patter,the four sportsmen,1961.583333333333,76,5,1961.5,1961-08-12,1961.5
21445,the answer to a maiden's prayer,june valli,1959.083333333333,71,5,1959.0,1959-02-28,1959.0
21446,cry cry cry,bobby bland,1960.833333333333,71,5,1960.5,1960-11-05,1960.75
21447,black berries - pt 1,the isley brothers,1969.583333333333,79,4,1969.5,1969-08-30,1969.5
21448,the funky gibbon,the goodies,1975.333333333333,79,4,1975.0,1975-05-03,1975.25
21449,don't let go,commander cody,1975.083333333333,56,6,1975.0,1975-02-22,1975.0
21450,pinball,brian protheroe,1975.166666666667,60,7,1975.0,1975-03-29,1975.0
21451,precious,depeche mode,2005.75,71,3,2005.5,2005-10-29,2005.75
21452,a stranger in your town,the shacklefords,1963.333333333333,70,6,1963.0,1963-05-11,1963.25
21453,summer wind,wayne newton,1965.583333333333,78,4,1965.5,1965-08-07,1965.5
21454,a passion play (edit #8),jethro tull,1973.333333333333,80,5,1973.0,1973-05-19,1973.25
21455,son-in-law,louise brown,1961.333333333333,76,5,1961.0,1961-05-06,1961.25
21456,carolina in my mind,james taylor,1970.833333333333,67,7,1970.5,1970-11-14,1970.75
21457,so much more,fat joe,2005.25,81,5,2005.0,2005-04-16,2005.25
21458,best friend,"sofi tukker featuring nervo, the knocks & alisa ueno",2018.0,81,5,2018.0,2018-01-13,2018.0
21459,stand by me,david & jimmy ruffin,1970.75,61,7,1970.5,1970-10-24,1970.75
21460,deep in the heart of texas,duane eddy,1962.25,78,5,1962.0,1962-04-21,1962.25
21461,sue's gotta be mine,del shannon,1963.833333333333,71,7,1963.5,1963-11-02,1963.75
21462,the green leaves of summer,the brothers four,1960.75,65,7,1960.5,1960-10-29,1960.75
21463,runaway/happy together,dawn featuring tony orlando,1972.0,79,4,1972.0,1972-01-29,1972.0
21464,do what you gotta do,nina simone,1968.75,83,5,1968.5,1968-10-19,1968.75
21465,big love,joe henderson,1962.666666666667,74,4,1962.5,1962-09-08,1962.5
21466,bye bye baby,mary wells,1961.0,45,11,1961.0,1961-01-28,1961.0
21467,something good (is going to happen to you),carla thomas,1967.0,74,7,1967.0,1967-01-14,1967.0
21468,the letter,sonny & cher,1965.75,75,5,1965.5,1965-10-23,1965.75
21469,take good care of her,mel carter,1966.75,78,5,1966.5,1966-10-01,1966.75
21470,"ready, willing and able",the american breed,1968.333333333333,84,3,1968.0,1968-05-25,1968.25
21471,comin' home,delaney & bonnie & friends/eric clapton,1970.083333333333,84,3,1970.0,1970-02-21,1970.0
21472,tell it like it is,andy williams,1976.0,72,6,1976.0,1976-01-17,1976.0
21473,cool water,jack scott,1960.5,85,3,1960.0,1960-07-23,1960.5
21474,"dance, dance, dance",the new seekers featuring marty kristian,1972.666666666667,84,5,1972.5,1972-09-23,1972.5
21475,cry to me,loleatta holloway,1975.166666666667,68,6,1975.0,1975-03-15,1975.0
21476,primrose lane,o.c. smith,1970.333333333333,86,3,1970.0,1970-05-30,1970.25
21477,sunny,neil sedaka,1964.5,86,3,1964.0,1964-07-25,1964.5
21478,don't ever leave me,bob and earl,1962.75,85,4,1962.5,1962-10-20,1962.75
21479,she cried,the lettermen,1970.416666666667,73,7,1970.0,1970-06-06,1970.25
21480,almost in your arms,johnny nash,1958.833333333333,78,4,1958.5,1958-11-08,1958.75
21481,(you've got) personality and chantilly lace,mitch ryder,1968.083333333333,87,4,1968.0,1968-02-03,1968.0
21482,take a fool's advice,nat king cole,1961.416666666667,71,7,1961.0,1961-06-24,1961.25
21483,dancin' out of my heart,ronnie dove,1967.916666666667,87,3,1967.5,1967-12-16,1967.75
21484,a miracle,frankie avalon,1962.5,75,6,1962.0,1962-07-14,1962.5
21485,bandit of my dreams,eddie hodges,1962.0,65,6,1962.0,1962-01-27,1962.0
21486,that's your baby,joe tex,1969.0,88,3,1969.0,1969-01-18,1969.0
21487,blue tomorrow,billy vaughn and his orchestra,1961.416666666667,84,5,1961.0,1961-06-10,1961.25
21488,talk of the school,sonny james,1959.333333333333,85,5,1959.0,1959-05-02,1959.25
21489,a tribute to a king,william bell,1968.25,86,6,1968.0,1968-04-27,1968.25
21490,trap queen,fetty wap,2015.083333333333,2,52,2015.0,2015-02-07,2015.0
21491,trap trap trap,rick ross featuring young thug & wale,2017.25,97,1,2017.0,2017-04-08,2017.25
21492,trapped by a thing called love,denise lasalle,1971.583333333333,13,14,1971.5,1971-08-21,1971.5
21493,watching you,rodney atkins,2006.833333333333,36,20,2006.5,2006-11-18,2006.75
21494,watching you,slave,1981.0,78,6,1981.0,1981-01-17,1981.0
21495,watch,travis scott featuring lil uzi vert & kanye west,2018.333333333333,16,5,2018.0,2018-05-19,2018.25
21496,water boy,don shirley trio,1961.5,40,14,1961.0,1961-07-15,1961.5
21497,water runs dry,boyz ii men,1995.25,2,28,1995.0,1995-04-29,1995.25
21498,water under the bridge,adele,2015.916666666667,26,22,2015.5,2015-12-12,2015.75
21499,water,brad paisley,2010.333333333333,42,19,2010.0,2010-05-01,2010.25
21500,waterfall,carly simon,1975.5,78,3,1975.0,1975-07-26,1975.5
21501,waterfalls,tlc,1995.416666666667,1,34,1995.0,1995-06-10,1995.25
21502,don't you know yockomo,"huey ""piano"" smith with his clowns",1958.916666666667,56,6,1958.5,1958-12-06,1958.75
21503,run samson run,neil sedaka,1960.583333333333,28,11,1960.5,1960-08-06,1960.5
21504,tell me something i don't know,selena gomez,2009.0,58,4,2009.0,2009-01-10,2009.0
21505,all eyez,the game featuring jeremih,2016.75,79,5,2016.5,2016-10-22,2016.75
21506,take me on the floor,the veronicas,2009.416666666667,81,2,2009.0,2009-06-20,2009.25
21507,tell him no,dean & marc,1959.166666666667,42,8,1959.0,1959-03-21,1959.0
21508,broken clocks,sza,2018.166666666667,82,4,2018.0,2018-03-17,2018.0
21509,that's my desire,yvonne baker and the sensations,1962.25,69,6,1962.0,1962-04-28,1962.25
21510,ordinary love,u2,2014.166666666667,84,2,2014.0,2014-03-08,2014.0
21511,don't go breaking my heart,backstreet boys,2018.416666666667,63,10,2018.0,2018-06-02,2018.25
21512,calling all the monsters,china anne mcclain,2011.75,86,2,2011.5,2011-10-15,2011.75
21513,bait a hook,justin moore,2011.833333333333,63,10,2011.5,2011-11-12,2011.75
21514,a friend of mine is going blind,john dawson read,1975.583333333333,72,4,1975.5,1975-08-30,1975.5
21515,parachute,chris stapleton,2016.916666666667,78,5,2016.5,2016-12-10,2016.75
21516,about you,trey songz,2015.666666666667,83,3,2015.5,2015-09-12,2015.5
21517,ask me how i know,garth brooks,2017.833333333333,71,7,2017.5,2017-11-04,2017.75
21518,beautiful obsession,sir chauncey and his exciting strings,1960.25,89,4,1960.0,1960-04-23,1960.25
21519,do the monkey,king curtis,1963.583333333333,92,2,1963.5,1963-08-24,1963.5
21520,she's a hottie,toby keith,2008.166666666667,71,11,2008.0,2008-03-22,2008.0
21521,that's where it's at,sam cooke,1964.75,93,3,1964.5,1964-10-10,1964.75
21522,shoes,reparata,1975.5,92,3,1975.0,1975-07-05,1975.5
21523,all good things (come to an end),nelly furtado,2007.333333333333,86,4,2007.0,2007-05-26,2007.25
21524,sunday sun,neil diamond,1968.75,68,5,1968.5,1968-10-05,1968.75
21525,can't stop dancin',becky g,2015.0,88,3,2015.0,2015-01-10,2015.0
21526,criminal,natti natasha x ozuna,2017.916666666667,95,3,2017.5,2017-12-23,2017.75
21527,big daddy,jill corey,1958.583333333333,96,2,1958.5,1958-08-30,1958.5
21528,papi,jennifer lopez,2011.333333333333,96,3,2011.0,2011-05-07,2011.25
21529,castaway,zac brown band,2016.583333333333,96,2,2016.5,2016-08-13,2016.5
21530,crossfire time,dee clark,1963.833333333333,92,5,1963.5,1963-11-02,1963.75
21531,angelica,oliver,1970.25,97,3,1970.0,1970-04-11,1970.25
